,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt
0,0,2021-08-23,20:45,Serie A,Matchweek 1,Mon,Away,W,1,0,Sampdoria,1.2,1.6,50.0,5000.0,Davide Calabria,4-2-3-1,Marco Guida,Match Report,,11.0,4.0,19.7,0.0,0,0
1,1,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,W,4,1,Cagliari,2.9,0.7,57.0,31946.0,Davide Calabria,4-2-3-1,Marco Serra,Match Report,,17.0,4.0,19.0,1.0,1,1
2,2,2021-09-12,18:00,Serie A,Matchweek 3,Sun,Home,W,2,0,Lazio,3.0,0.3,47.0,36207.0,Alessio Romagnoli,4-2-3-1,Daniele Chiffi,Match Report,,18.0,3.0,20.0,0.0,0,1
3,3,2021-09-15,20:00,Champions Lg,Group stage,Wed,Away,L,2,3,eng Liverpool,1.6,2.5,40.0,51445.0,Davide Calabria,4-2-3-1,Szymon Marciniak,Match Report,,7.0,3.0,13.4,0.0,0,0
4,4,2021-09-19,20:45,Serie A,Matchweek 4,Sun,Away,D,1,1,Juventus,1.0,1.2,56.0,18785.0,Alessio Romagnoli,4-2-3-1,Daniele Doveri,Match Report,,13.0,3.0,23.0,1.0,0,0
5,5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,W,2,0,Venezia,1.8,1.0,66.0,26185.0,Alessio Romagnoli,4-2-3-1,Ivan Pezzuto,Match Report,,14.0,4.0,17.6,2.0,0,0
6,6,2021-09-25,15:00,Serie A,Matchweek 6,Sat,Away,W,2,1,Spezia,1.6,1.1,63.0,3618.0,Alessio Romagnoli,4-2-3-1,Gianluca Manganiello,Match Report,,18.0,5.0,18.0,1.0,0,0
7,7,2021-09-28,21:00,Champions Lg,Group stage,Tue,Home,L,1,2,es Atlético Madrid,0.7,2.1,36.0,35374.0,Alessio Romagnoli,4-2-3-1,Cüneyt Çakιr,Match Report,,7.0,3.0,24.4,0.0,0,0
8,8,2021-10-03,20:45,Serie A,Matchweek 7,Sun,Away,W,3,2,Atalanta,2.5,2.3,44.0,9363.0,Davide Calabria,4-2-3-1,Marco Di Bello,Match Report,,13.0,7.0,17.3,0.0,0,0
9,9,2021-10-16,20:45,Serie A,Matchweek 8,Sat,Home,W,3,2,Hellas Verona,1.9,1.8,54.0,40128.0,Alessio Romagnoli,4-2-3-1,Alessandro Prontera,Match Report,,16.0,3.0,20.9,0.0,1,1
10,10,2021-10-19,20:00,Champions Lg,Group stage,Tue,Away,L,0,1,pt Porto,0.2,1.1,48.0,32130.0,Davide Calabria,4-2-3-1,Felix Brych,Match Report,,4.0,1.0,26.6,2.0,0,0
11,11,2021-10-23,20:45,Serie A,Matchweek 9,Sat,Away,W,4,2,Bologna,1.2,0.8,63.0,22167.0,Davide Calabria,4-2-3-1,Paolo Valeri,Match Report,,15.0,7.0,18.6,1.0,0,0
12,12,2021-10-26,20:45,Serie A,Matchweek 10,Tue,Home,W,1,0,Torino,0.9,0.7,45.0,35929.0,Alessio Romagnoli,4-2-3-1,Gianluca Aureliano,Match Report,,10.0,2.0,21.2,0.0,0,0
13,13,2021-10-31,20:45,Serie A,Matchweek 11,Sun,Away,W,2,1,Roma,1.9,1.7,50.0,51001.0,Davide Calabria,4-2-3-1,Fabio Maresca,Match Report,,7.0,2.0,19.9,2.0,1,1
14,14,2021-11-03,18:45,Champions Lg,Group stage,Wed,Home,D,1,1,pt Porto,0.6,1.8,52.0,39675.0,Alessio Romagnoli,4-2-3-1,Clément Turpin,Match Report,,8.0,2.0,17.9,2.0,0,0
15,15,2021-11-07,20:45,Serie A,Matchweek 12,Sun,Home,D,1,1,Inter,1.2,2.7,50.0,56608.0,Simon Kjær,4-2-3-1,Daniele Doveri,Match Report,,16.0,4.0,18.9,1.0,0,0
16,16,2021-11-20,20:45,Serie A,Matchweek 13,Sat,Away,L,3,4,Fiorentina,2.2,1.3,55.0,32567.0,Franck Kessié,4-2-3-1,Marco Guida,Match Report,,17.0,7.0,15.6,0.0,0,0
17,17,2021-11-24,21:00,Champions Lg,Group stage,Wed,Away,W,1,0,es Atlético Madrid,1.3,0.9,57.0,61019.0,Alessio Romagnoli,4-2-3-1,Slavko Vinčič,Match Report,,14.0,4.0,18.7,0.0,0,0
18,18,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Home,L,1,3,Sassuolo,1.1,1.5,50.0,52824.0,Alessio Romagnoli,4-2-3-1,Gianluca Manganiello,Match Report,,15.0,2.0,17.3,0.0,0,0
19,19,2021-12-01,20:45,Serie A,Matchweek 15,Wed,Away,W,3,0,Genoa,1.4,0.5,58.0,14000.0,Franck Kessié,4-2-3-1,Juan Sacchi,Match Report,,18.0,5.0,19.1,1.0,0,0
20,20,2021-12-04,15:00,Serie A,Matchweek 16,Sat,Home,W,2,0,Salernitana,2.3,0.4,70.0,43609.0,Alessio Romagnoli,4-2-3-1,Antonio Giua,Match Report,,22.0,8.0,17.4,0.0,0,0
21,21,2021-12-07,21:00,Champions Lg,Group stage,Tue,Home,L,1,2,eng Liverpool,1.4,1.9,48.0,56237.0,Alessio Romagnoli,4-2-3-1,Danny Makkelie,Match Report,,8.0,3.0,16.4,1.0,0,0
22,22,2021-12-11,20:45,Serie A,Matchweek 17,Sat,Away,D,1,1,Udinese,0.9,2.4,66.0,16385.0,Alessio Romagnoli,4-2-3-1,Francesco Fourneau,Match Report,,12.0,1.0,15.1,0.0,0,0
23,23,2021-12-19,20:45,Serie A,Matchweek 18,Sun,Home,L,0,1,Napoli,0.6,1.0,49.0,54647.0,Alessio Romagnoli,4-2-3-1,Davide Massa,Match Report,,12.0,2.0,20.2,0.0,0,0
24,24,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Away,W,4,2,Empoli,1.5,1.6,45.0,10596.0,Alessio Romagnoli,4-2-3-1,Marco Di Bello,Match Report,,18.0,8.0,18.1,2.0,0,0
25,25,2022-01-06,18:30,Serie A,Matchweek 20,Thu,Home,W,3,1,Roma,3.2,0.7,54.0,35870.0,Theo Hernández,4-2-3-1,Daniele Chiffi,Match Report,,17.0,3.0,23.1,1.0,1,2
26,26,2022-01-09,12:30,Serie A,Matchweek 21,Sun,Away,W,3,0,Venezia,2.9,0.5,61.0,5000.0,Theo Hernández,4-2-3-1,Massimiliano Irrati,Match Report,,17.0,6.0,17.4,1.0,1,1
27,27,2022-01-13,21:00,Coppa Italia,Round of 16,Thu,Home,W,3,1,Genoa,,,61.0,13325.0,Theo Hernández,4-2-3-1,Gianluca Aureliano,Match Report,Required Extra Time,24.0,7.0,,,0,0
28,28,2022-01-17,18:30,Serie A,Matchweek 22,Mon,Home,L,1,2,Spezia,3.0,1.5,60.0,5000.0,Theo Hernández,4-2-3-1,Marco Serra,Match Report,,24.0,8.0,17.7,1.0,0,1
29,29,2022-01-23,20:45,Serie A,Matchweek 23,Sun,Home,D,0,0,Juventus,0.9,0.5,47.0,5000.0,Alessio Romagnoli,4-2-3-1,Marco Di Bello,Match Report,,14.0,4.0,22.0,1.0,0,0
30,30,2022-02-05,18:00,Serie A,Matchweek 24,Sat,Away,W,2,1,Inter,1.4,1.1,54.0,37918.0,Alessio Romagnoli,4-2-3-1,Marco Guida,Match Report,,10.0,3.0,20.5,1.0,0,0
31,31,2022-02-09,21:00,Coppa Italia,Quarter-finals,Wed,Home,W,4,0,Lazio,,,48.0,38000.0,Alessio Romagnoli,4-2-3-1,Simone Sozza,Match Report,,8.0,6.0,,,0,0
32,32,2022-02-13,12:30,Serie A,Matchweek 25,Sun,Home,W,1,0,Sampdoria,1.4,0.2,50.0,35710.0,Alessio Romagnoli,4-2-3-1,Daniele Chiffi,Match Report,,15.0,7.0,15.0,0.0,0,0
33,33,2022-02-19,20:45,Serie A,Matchweek 26,Sat,Away,D,2,2,Salernitana,2.0,1.7,60.0,18449.0,Davide Calabria,4-2-3-1,Michael Fabbri,Match Report,,13.0,5.0,19.5,1.0,0,0
34,34,2022-02-25,18:45,Serie A,Matchweek 27,Fri,Home,D,1,1,Udinese,0.8,1.3,62.0,44588.0,Alessio Romagnoli,4-2-3-1,Matteo Marchetti,Match Report,,9.0,3.0,18.3,0.0,0,0
35,35,2022-03-01,21:00,Coppa Italia,Semi-finals,Tue,Home,D,0,0,Inter,,,49.0,53881.0,Alessio Romagnoli,4-2-3-1,Maurizio Mariani,Match Report,Leg 1 of 2,13.0,3.0,,,0,0
36,36,2022-03-06,20:45,Serie A,Matchweek 28,Sun,Away,W,1,0,Napoli,1.2,0.4,40.0,42000.0,Davide Calabria,4-3-3,Daniele Orsato,Match Report,,12.0,7.0,19.4,0.0,0,0
37,37,2022-03-12,20:45,Serie A,Matchweek 29,Sat,Home,W,1,0,Empoli,0.8,0.4,53.0,48801.0,Davide Calabria,4-2-3-1,Daniele Chiffi,Match Report,,15.0,5.0,15.7,1.0,0,0
38,38,2022-03-19,20:45,Serie A,Matchweek 30,Sat,Away,W,1,0,Cagliari,2.1,1.4,58.0,12309.0,Davide Calabria,4-2-3-1,Marco Di Bello,Match Report,,21.0,5.0,17.0,0.0,0,0
39,39,2022-04-04,20:45,Serie A,Matchweek 31,Mon,Home,D,0,0,Bologna,2.6,0.7,53.0,68136.0,Davide Calabria,4-2-3-1,Livio Marinelli,Match Report,,33.0,7.0,18.1,0.0,0,0
40,40,2022-04-10,20:45,Serie A,Matchweek 32,Sun,Away,D,0,0,Torino,0.8,1.1,56.0,23472.0,Davide Calabria,4-2-3-1,Daniele Doveri,Match Report,,14.0,3.0,20.3,1.0,0,0
41,41,2022-04-15,21:00,Serie A,Matchweek 33,Fri,Home,W,2,0,Genoa,1.4,0.3,59.0,70259.0,Franck Kessié,4-3-3,Daniele Chiffi,Match Report,,10.0,5.0,14.2,0.0,0,0
42,42,2022-04-19,21:00,Coppa Italia,Semi-finals,Tue,Away,L,0,3,Inter,,,52.0,75000.0,Davide Calabria,4-2-3-1,Maurizio Mariani,Match Report,Leg 2 of 2; Inter won,19.0,6.0,,,0,0
43,43,2022-04-24,20:45,Serie A,Matchweek 34,Sun,Away,W,2,1,Lazio,2.6,0.5,53.0,25000.0,Davide Calabria,4-2-3-1,Marco Guida,Match Report,,25.0,8.0,18.3,2.0,0,0
44,44,2022-05-01,15:00,Serie A,Matchweek 35,Sun,Home,W,1,0,Fiorentina,1.6,1.0,49.0,71542.0,Davide Calabria,4-2-3-1,Paolo Valeri,Match Report,,13.0,2.0,15.0,0.0,0,0
45,45,2022-05-08,20:45,Serie A,Matchweek 36,Sun,Away,W,3,1,Hellas Verona,3.1,1.1,53.0,30154.0,Davide Calabria,4-2-3-1,Daniele Doveri,Match Report,,18.0,8.0,17.8,0.0,0,0
46,46,2022-05-15,18:00,Serie A,Matchweek 37,Sun,Home,W,2,0,Atalanta,1.9,0.9,46.0,73304.0,Davide Calabria,4-2-3-1,Daniele Orsato,Match Report,,12.0,6.0,21.5,1.0,0,0
47,47,2022-05-22,18:00,Serie A,Matchweek 38,Sun,Away,W,3,0,Sassuolo,3.3,0.5,47.0,21584.0,Davide Calabria,4-2-3-1,Daniele Doveri,Match Report,,18.0,11.0,14.3,0.0,0,0
48,0,2020-09-26,20:45,Serie A,Matchweek 2,Sat,Home,W,4,3,Fiorentina,2.3,2.4,67.0,1000.0,Samir Handanović,3-4-1-2,Giampaolo Calvarese,Match Report,,21.0,8.0,18.3,0.0,0,0
49,1,2020-09-30,18:00,Serie A,Matchweek 1,Wed,Away,W,5,2,Benevento,3.6,1.5,66.0,1000.0,Samir Handanović,3-4-1-2,Marco Piccinini,Match Report,,18.0,8.0,15.5,1.0,0,0
50,2,2020-10-04,15:00,Serie A,Matchweek 3,Sun,Away,D,1,1,Lazio,0.6,1.2,60.0,1000.0,Samir Handanović,3-4-1-2,Marco Guida,Match Report,,12.0,3.0,16.9,0.0,0,0
51,3,2020-10-17,18:00,Serie A,Matchweek 4,Sat,Home,L,1,2,Milan,2.8,2.1,55.0,1000.0,Samir Handanović,3-1-4-2,Maurizio Mariani,Match Report,,18.0,5.0,13.7,0.0,0,0
52,4,2020-10-21,21:00,Champions Lg,Group stage,Wed,Home,D,2,2,de M'Gladbach,2.8,1.4,57.0,1000.0,Samir Handanović,3-4-1-2,Björn Kuipers,Match Report,,17.0,4.0,12.2,2.0,0,0
53,5,2020-10-24,18:00,Serie A,Matchweek 5,Sat,Away,W,2,0,Genoa,1.7,0.0,60.0,1000.0,Samir Handanović,3-4-1-2,Davide Massa,Match Report,,14.0,4.0,15.5,0.0,0,0
54,6,2020-10-27,19:55,Champions Lg,Group stage,Tue,Away,D,0,0,ua Shakhtar,1.7,0.1,59.0,10178.0,Samir Handanović,3-5-2,Georgi Kabakov,Match Report,,12.0,4.0,14.7,1.0,0,0
55,7,2020-10-31,18:00,Serie A,Matchweek 6,Sat,Home,D,2,2,Parma,2.9,0.9,68.0,,Samir Handanović,3-4-1-2,Marco Piccinini,Match Report,,25.0,9.0,18.5,0.0,0,0
56,8,2020-11-03,21:00,Champions Lg,Group stage,Tue,Away,L,2,3,es Real Madrid,0.7,1.2,45.0,,Samir Handanović,3-5-2,Clément Turpin,Match Report,,12.0,3.0,18.3,1.0,0,0
57,9,2020-11-08,15:00,Serie A,Matchweek 7,Sun,Away,D,1,1,Atalanta,0.9,1.0,48.0,,Samir Handanović,3-5-2,Daniele Doveri,Match Report,,10.0,3.0,16.7,0.0,0,0
58,10,2020-11-22,15:00,Serie A,Matchweek 8,Sun,Home,W,4,2,Torino,4.0,2.1,56.0,,Samir Handanović,3-5-2,Federico La Penna,Match Report,,12.0,3.0,14.1,0.0,1,1
59,11,2020-11-25,21:00,Champions Lg,Group stage,Wed,Home,L,0,2,es Real Madrid,0.2,2.0,38.0,,Samir Handanović,3-5-2,Anthony Taylor,Match Report,,5.0,1.0,20.5,1.0,0,0
60,12,2020-11-28,15:00,Serie A,Matchweek 9,Sat,Away,W,3,0,Sassuolo,1.2,0.7,35.0,,Samir Handanović,3-5-2,Massimiliano Irrati,Match Report,,11.0,4.0,17.1,0.0,0,0
61,13,2020-12-01,21:00,Champions Lg,Group stage,Tue,Away,W,3,2,de M'Gladbach,1.6,1.3,46.0,,Samir Handanović,3-5-2,Danny Makkelie,Match Report,,15.0,4.0,14.2,0.0,0,0
62,14,2020-12-05,20:45,Serie A,Matchweek 10,Sat,Home,W,3,1,Bologna,2.0,1.4,46.0,,Samir Handanović,3-5-2,Paolo Valeri,Match Report,,14.0,7.0,15.0,1.0,0,0
63,15,2020-12-09,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,ua Shakhtar,1.3,0.4,57.0,,Samir Handanović,3-5-2,Slavko Vinčič,Match Report,,20.0,4.0,16.5,0.0,0,0
64,16,2020-12-13,12:45,Serie A,Matchweek 11,Sun,Away,W,3,1,Cagliari,2.8,1.6,58.0,,Samir Handanović,3-5-2,Fabrizio Pasqua,Match Report,,21.0,11.0,14.4,0.0,0,0
65,17,2020-12-16,20:45,Serie A,Matchweek 12,Wed,Home,W,1,0,Napoli,1.2,2.2,41.0,,Samir Handanović,3-5-2,Davide Massa,Match Report,,4.0,1.0,19.1,0.0,1,1
66,18,2020-12-20,15:00,Serie A,Matchweek 13,Sun,Home,W,2,1,Spezia,1.2,1.0,42.0,,Samir Handanović,3-5-2,Michael Fabbri,Match Report,,8.0,3.0,17.4,0.0,1,1
67,19,2020-12-23,18:30,Serie A,Matchweek 14,Wed,Away,W,2,1,Hellas Verona,1.8,1.5,59.0,,Samir Handanović,3-4-3,Piero Giacomelli,Match Report,,18.0,5.0,15.1,0.0,0,0
68,20,2021-01-03,12:30,Serie A,Matchweek 15,Sun,Home,W,6,2,Crotone,2.4,1.4,48.0,,Samir Handanović,3-5-2,Gianluca Aureliano,Match Report,,16.0,8.0,17.0,0.0,0,0
69,21,2021-01-06,15:00,Serie A,Matchweek 16,Wed,Away,L,1,2,Sampdoria,2.7,1.3,63.0,,Samir Handanović,3-5-2,Paolo Valeri,Match Report,,23.0,6.0,13.5,1.0,0,1
70,22,2021-01-10,12:30,Serie A,Matchweek 17,Sun,Away,D,2,2,Roma,1.6,0.7,50.0,,Marcelo Brozović,3-5-2,Marco Di Bello,Match Report,,17.0,6.0,12.4,0.0,0,0
71,23,2021-01-13,15:00,Coppa Italia,Round of 16,Wed,Away,W,2,1,Fiorentina,,,55.0,,,,Davide Massa,Match Report,Required Extra Time,0.0,0.0,,,1,1
72,24,2021-01-17,20:45,Serie A,Matchweek 18,Sun,Home,W,2,0,Juventus,1.6,0.5,49.0,,Samir Handanović,3-5-2,Daniele Doveri,Match Report,,17.0,5.0,19.3,1.0,0,0
73,25,2021-01-23,18:00,Serie A,Matchweek 19,Sat,Away,D,0,0,Udinese,0.7,0.3,61.0,,Samir Handanović,3-5-2,Fabio Maresca,Match Report,,10.0,4.0,22.3,1.0,0,0
74,26,2021-01-26,20:45,Coppa Italia,Quarter-finals,Tue,Home,W,2,1,Milan,,,66.0,,,,Paolo Valeri,Match Report,,27.0,10.0,,,1,1
75,27,2021-01-30,20:45,Serie A,Matchweek 20,Sat,Home,W,4,0,Benevento,1.4,0.0,61.0,,Samir Handanović,3-5-2,Fabrizio Pasqua,Match Report,,12.0,6.0,17.8,0.0,0,0
76,28,2021-02-02,20:45,Coppa Italia,Semi-finals,Tue,Home,L,1,2,Juventus,,,48.0,,Samir Handanović,3-5-2,Giampaolo Calvarese,Match Report,Leg 1 of 2,11.0,5.0,,,0,0
77,29,2021-02-05,20:45,Serie A,Matchweek 21,Fri,Away,W,2,0,Fiorentina,2.2,0.6,55.0,,Samir Handanović,3-5-2,Federico La Penna,Match Report,,14.0,6.0,15.4,0.0,0,0
78,30,2021-02-09,20:45,Coppa Italia,Semi-finals,Tue,Away,D,0,0,Juventus,,,51.0,,Samir Handanović,3-5-2,Maurizio Mariani,Match Report,Leg 2 of 2; Juventus won,21.0,3.0,,,0,0
79,31,2021-02-14,20:45,Serie A,Matchweek 22,Sun,Home,W,3,1,Lazio,2.2,0.7,36.0,,Samir Handanović,3-5-2,Michael Fabbri,Match Report,,11.0,6.0,17.6,0.0,1,1
80,32,2021-02-21,15:00,Serie A,Matchweek 23,Sun,Away,W,3,0,Milan,2.6,0.8,40.0,,Samir Handanović,3-5-2,Daniele Doveri,Match Report,,16.0,6.0,15.1,0.0,0,0
81,33,2021-02-28,15:00,Serie A,Matchweek 24,Sun,Home,W,3,0,Genoa,2.7,0.1,51.0,,Samir Handanović,3-5-2,Daniele Chiffi,Match Report,,24.0,12.0,15.9,0.0,0,0
82,34,2021-03-04,20:45,Serie A,Matchweek 25,Thu,Away,W,2,1,Parma,2.9,0.8,47.0,,Samir Handanović,3-5-2,Fabrizio Pasqua,Match Report,,11.0,6.0,10.9,0.0,0,0
83,35,2021-03-08,20:45,Serie A,Matchweek 26,Mon,Home,W,1,0,Atalanta,0.2,0.9,44.0,,Samir Handanović,3-5-2,Maurizio Mariani,Match Report,,5.0,1.0,17.4,0.0,0,0
